id,tipo,en_stock,nombre,url
118789,simple,True,Createx Airbrush Colors 60ml 5804-00 Pearlized Set 6,https://www.boykot.cl/tienda/uncategorized/createx-airbrush-colors-60ml-5804-00-pearlized-set-6/
118786,simple,True,Createx Airbrush Colors 60ml 5810-00 Tropical Set 6,https://www.boykot.cl/tienda/uncategorized/createx-airbrush-colors-60ml-5810-00-tropical-set-6/
118713,variable,True,Candy2O 60ml,https://www.boykot.cl/tienda/uncategorized/candy2o-60ml/
118705,simple,True,Createx Candy2O 4040 Bleed Checker 120ml,https://www.boykot.cl/tienda/uncategorized/candy2o-4040-bleed-checker-120ml/
118389,variable,True,Createx Candy2O 120ml,https://www.boykot.cl/tienda/uncategorized/candy2o-120ml/
118376,variable,True,Createx Primer AutoBorne,https://www.boykot.cl/tienda/uncategorized/createx-primer-autoborne/
118329,variable,True,Createx Airbrush Cleaner,https://www.boykot.cl/tienda/uncategorized/airbrush-cleaner/
118155,simple,True,Gesso Acrílico Negro,https://www.boykot.cl/tienda/uncategorized/gesso-acrilico-negro/
118122,variable,True,Concept 220 grs. 20 hojas A4,https://www.boykot.cl/tienda/uncategorized/concept-220-grs-20-hojas-a4/
114827,variable,True,Gorro Acid Wrld 2 Tone Beanie (Fuschia),https://www.boykot.cl/tienda/uncategorized/gorro-dyed-again-beanie/
114811,variable,True,Calcetines Crew Sock (Black),https://www.boykot.cl/tienda/uncategorized/calcetines-crew-sock/
114809,simple,True,Calcetines Crew Sock Distort Reality,https://www.boykot.cl/tienda/uncategorized/calcetines-crew-sock-distort-reality/
114790,simple,True,Polera New World Disorder T-Shirt (Wine) XL,https://www.boykot.cl/tienda/uncategorized/polera-new-world-disorder-t-shirt-2/
114787,variable,True,Capucha Tactics Hood Black,https://www.boykot.cl/tienda/uncategorized/capucha-tactics-hood/
114768,variable,True,Cortaviento RFLCTIV Silver Jacket L,https://www.boykot.cl/tienda/uncategorized/cortaviento-rflctiv-silver-jacket/
114758,variable,True,Bolso Essential  Crossbody Bag &#8211; Olive,https://www.boykot.cl/tienda/uncategorized/bolso-essential-crossbody-bag/
114738,simple,False,Polera Reality Distortion Field Longsleeve Shirt (Black) L,https://www.boykot.cl/tienda/uncategorized/polera-reality-distortion-field-longsleeve-shirt-2/
114737,variable,False,Bolso RFLCTIV Rainbow Reflective Tri-Strap,https://www.boykot.cl/tienda/uncategorized/bolso-rflctiv/
114726,simple,True,Gorro Bio-Tracker Cargo Bucket Hat One Size,https://www.boykot.cl/tienda/uncategorized/gorro-bio-tracker-cargo-bucket-hat-one-size/
114705,variable,True,Polera Identity Acquired T-Shirt (Mango) XL,https://www.boykot.cl/tienda/uncategorized/polera-identity-acquired-t-shirt/
114703,variable,True,Polerón End Hate &#8211; Take Action Hooded Sweatshirt (Orange) L,https://www.boykot.cl/tienda/uncategorized/poleron-end-hate-take-action-hooded-sweatshirt/
114685,variable,False,Chaqueta RFLCTIV Rainbow Reflective Jacket L,https://www.boykot.cl/tienda/uncategorized/chaqueta-rflctiv-rainbow-reflective-jacket/
114671,variable,True,Polera Spirit Into Matter T-Shirt (Bright Coral) L,https://www.boykot.cl/tienda/uncategorized/polera-spirit-into-matter-t-shirt/
114645,simple,False,Bufanda Familia Scarf One Size,https://www.boykot.cl/tienda/uncategorized/bufanda-familia-scarf-one-size/
114642,variable,True,Polerón Official-End-Hate-(Volt-Green)-Hoodie L,https://www.boykot.cl/tienda/uncategorized/poleron-official-end-hate-volt-green-hoodie/
114641,simple,False,Bolso Essential Tri-Strap Chest Bag  (Desert Coral),https://www.boykot.cl/tienda/uncategorized/bolso-essential-tri-strap-chest-bag/
114625,simple,False,Jockey Spyral Dynamics  6 Panel Hat,https://www.boykot.cl/tienda/uncategorized/jockey-spyral-dynamics-6-panel-hat/
114621,variable,True,Bolso ANKL Bag (Red),https://www.boykot.cl/tienda/uncategorized/bolso-ankl-bag/
114604,variable,True,Bolso Crossbody / Fanny Pack &#8211; Diamond Pink,https://www.boykot.cl/tienda/uncategorized/bolso-fanny-pack/
114598,simple,True,Bolso Neck Utility &#8211; Red,https://www.boykot.cl/tienda/uncategorized/bolso-neck-utility/
114585,variable,True,Polera Reality Distortion Field Longsleeve Shirt (SageGreen),https://www.boykot.cl/tienda/uncategorized/polera-reality-distortion-field-longsleeve-shirt/
114576,variable,True,Bolso Vapour Mini Satchel &#8211; Burgundy,https://www.boykot.cl/tienda/uncategorized/bolso-vapour-mini-satchel/
114555,variable,True,Pantalón RFLCTIV Silver Pants L,https://www.boykot.cl/tienda/uncategorized/pantalon-rflctiv-silver-pants/
114553,variable,False,Bolso Essential Shoulder Bag  &#8211; Olive,https://www.boykot.cl/tienda/uncategorized/bolso-essential-shoulder-bag/
114532,simple,False,Gorro con Pompom #EFFERSlife Pom,https://www.boykot.cl/tienda/uncategorized/gorro-con-pompom/
114527,variable,True,Polerón Reality Distortion Field Hooded Sweatshirt (Slate Blue) L,https://www.boykot.cl/tienda/uncategorized/poleron-reality-distortion-field-hooded-sweatshirt/
114517,variable,False,Bolso EDC Essential Shoulder Bag (Black),https://www.boykot.cl/tienda/uncategorized/bolso-edc-essential-shoulder-bag/
114493,variable,True,Polera Deterministic Delusion Longsleeve Shirt (White) L,https://www.boykot.cl/tienda/uncategorized/polera-deterministic-delusion-longsleeve-shirt/
114478,variable,True,Chaqueta Ascent Tech Fleece Jacket (Black) L,https://www.boykot.cl/tienda/uncategorized/chaqueta-ascent-tech-fleece-jacket-2/
114460,variable,True,Chaqueta Ascent Tech Fleece Jacket (Brown) L,https://www.boykot.cl/tienda/uncategorized/chaqueta-ascent-tech-fleece-jacket/
114443,variable,True,Pantalón RFLCTIV Rainbow Reflective Track Pant M,https://www.boykot.cl/tienda/uncategorized/pantalon-rflctiv-rainbow-reflective-track-pant/
114441,simple,True,Bolso UV Shoulder Bag,https://www.boykot.cl/tienda/uncategorized/bolso-uv-shoulder-bag/
114419,simple,False,Bolso Hip Utility &#8211; Realtree® AP Camo,https://www.boykot.cl/tienda/uncategorized/bolso-hip-utility/
114413,simple,True,Cuello Official Neck Warmer,https://www.boykot.cl/tienda/uncategorized/cuello-official-neck-warmer/
114400,variable,True,Polera New World Disorder T-Shirt (Sage) S,https://www.boykot.cl/tienda/uncategorized/polera-new-world-disorder-t-shirt/
114396,simple,False,Lentes Rainbow Mirror Face Visor Eye Shield,https://www.boykot.cl/tienda/uncategorized/lentes-rainbow-mirror-face-visor-eye-shield/
114391,simple,True,Lentes Apex Face Shield ULTRA (Rainbow),https://www.boykot.cl/tienda/uncategorized/lentes-apex-face-shield-ultra-rainbow/
114367,variable,False,Polerón The Watchers Hoodie (Pigment Black) M,https://www.boykot.cl/tienda/uncategorized/poleron-the-watchers-hoodie/
108970,simple,True,Washi tape IC [Edición Limitada] &#8211; Panel layout,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-edicion-limitada-panel-layout/
108961,simple,True,Washi tape IC [Edición Limitada] &#8211; Drawing tools,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-edicion-limitada-drawing-tools/
108954,simple,False,Washi tape IC [Edición Limitada] &#8211; Girl´s comics,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-edicion-limitada-girls-comics/
108947,simple,True,Washi tape IC [Edición Limitada] &#8211; Onomatopeia,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-edicion-limitada-onomatopeia/
108940,simple,True,Washi tape IC [Edición Limitada] &#8211; Beta Flash,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-edicion-limitada-beta-flash/
108891,simple,True,Washi tape IC [Edición Limitada] &#8211; Mob,https://www.boykot.cl/tienda/uncategorized/washi-tape-ic-mob-edicion-limitada/
82803,simple,False,Pincel Princeton Snap! 2/0 Round 9850R-2/0,https://www.boykot.cl/tienda/uncategorized/pincel-princeton-snap-2-0-round-9850r-2-0-2/
79210,simple,True,Set Plumillas Speedball Zurdos,https://www.boykot.cl/tienda/uncategorized/set-plumillas-speedball-zurdos/
72759,simple,True,Gouache 15 ml color Primary White,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-primary-white/
69771,simple,True,Acryla Gouache 20 Ml color Neutral Grey #1,https://www.boykot.cl/tienda/uncategorized/acryla-gouache-20-ml-color-black/
69677,simple,True,Gouache 15 ml color Cobalt Violet,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-yellow-ochre/
69651,simple,True,Gouache 15 ml color Aqua Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-lemon/
69648,simple,True,Gouache 15 ml color Ultramarine Light,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-lilac/
69633,simple,True,Gouache 15 ml color Moss Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-green-2/
69604,simple,True,Gouache 15 ml color Jet Black,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-lamp-black/
69603,simple,True,Gouache 15 ml color Rose,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-compose-blue/
69600,simple,True,Gouache 15 ml color Cerulean Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-ivory-black/
69599,simple,True,Gouache 15 ml color Zinc White,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-ultramarine-deep/
69595,simple,True,Gouache 15 ml color Naples Yellow Italian,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-light/
69587,simple,True,Gouache 15 ml color Pure Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-light-red/
69585,simple,True,Gouache 15 ml color Burnt Sienna,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-neutral-tint/
69574,simple,True,Gouache 15 ml color Naples Yellow,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-rose-madder/
69561,simple,True,Gouache 15 ml color Ice Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-titanium-white/
69558,simple,True,Gouache 15 ml color Carmine,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-imidazolone-lemon/
69553,simple,True,Gouache 15 ml color Permanent Yellow Orange,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-terre-verte/
69545,simple,True,Gouache 15 ml color Violet,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-quinacridone-scarlet/
69537,simple,True,Gouache 15 ml color Yellow Ochre,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-marine-blue/
69530,simple,True,Gouache 15 ml color Phthalo Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-quinacridone-red/
69528,simple,True,Gouache 15 ml color Permanent Green Light,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-blue/
69522,simple,True,Gouache 15 ml color Grey #3,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-emerald-green-nova/
69520,simple,True,Gouache 15 ml color Ash Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-shell-pink/
69512,simple,True,Gouache 15 ml color Dark Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-verditer-blue/
69464,simple,True,Gouache 15 ml color Turquoise Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-paynes-grey/
69452,simple,True,Gouache 15 ml color Cobalt Turquoise,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-manganese-blue-nova/
69443,simple,True,Gouache 15 ml color Cadmium Yellow Orange,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-lemon-yellow/
69439,simple,True,Gouache 15 ml color Sepia,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-indian-red/
69436,simple,True,Gouache 15 ml color Cadmium Green Pale,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-chinese-white/
69431,simple,True,Gouache 15 ml color Olive Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-ultramarine-light/
69430,simple,True,Gouache 15 ml color Katsura Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-carmine/
69424,simple,True,Gouache 15 ml color Jaune Brillant #1,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-prussian-blue/
69418,simple,True,Gouache 15 ml color Primary Magenta,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-green-grey/
69412,simple,True,Gouache 15 ml color Flame Red,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-green-deep/
69408,simple,True,Gouache 15 ml color Cobalt Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-scarlet-lake/
69407,simple,True,Gouache 15 ml color Cobalt Green Pale,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-burnt-umber/
69402,simple,True,Gouache 15 ml color Peacock Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-turquoise-blue/
69401,simple,True,Gouache 15 ml color Permanent Yellow Deep,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-deep/
69390,simple,True,Gouache 15 ml color Leaf Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-indigo/
69387,simple,False,Gouache 15 ml color Ultramarine Deep,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-imidazolone-brown/
69379,simple,True,Gouache 15 ml color Cadmium Red,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-deep/
69378,simple,True,Gouache 15 ml color Brilliant Gold,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-shadow-green/
69375,simple,True,Gouache 15 ml color Brilliant Silver,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-yellow-lemon/
69371,simple,True,Gouache 15 ml color Lemon Yellow,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-lavender/
69362,simple,True,Gouache 15 ml color Cadmium Yellow Lemon,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-orange/
69355,simple,True,Gouache 15 ml color Pure Red,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vermilion/
69350,simple,True,Gouache 15 ml color Iris,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-viridian/
69337,simple,True,Gouache 15 ml color Cadmium Green Deep,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vandyke-brown/
69333,simple,True,Gouache 15 ml color Raw Umber,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-raw-sienna/
69318,simple,True,Gouache 15 ml color Smalt Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-gamboge-nova/
69303,simple,True,Gouache 15 ml color Lilac,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-pyrrole-rubin/
69284,simple,True,Gouache 15 ml color Raw Sienna,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-imidazolone-yellow/
69269,simple,True,Gouache 15 ml color Primary Cyan,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-brilliant-orange/
69261,simple,True,Gouache 15 ml color Chinese Orange,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-violet-light/
69256,simple,True,Gouache 15 ml color Primary Yellow,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-violet/
69249,simple,True,Gouache 15 ml color Cadmium Red Purple,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-horizon-blue/
69248,simple,True,Gouache 15 ml color Jaune Brillant #2,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-olive-green/
69243,simple,True,Gouache 15 ml color Navy Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-umber/
69242,simple,True,Gouache 15 ml color Pink,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-peach-black/
69237,simple,True,Gouache 15 ml color Primary Black,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-bright-violet-lumi/
69233,simple,True,Gouache 15 ml color Cadmium Yellow,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-mars-violet/
69222,simple,True,Gouache 15 ml color Permanent Green Deep,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-light/
69219,simple,True,Gouache 15 ml color Brilliant Orange,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-leaf-green/
69215,simple,True,Gouache 15 ml color Grey #2,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-grey-of-grey/
69214,simple,True,Gouache 15 ml color Terre Verte,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-mineral-violet/
69209,simple,True,Gouache 15 ml color Rose Violet,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-green-pale/
69198,simple,True,Gouache 15 ml color Geranium,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-sepia/
69194,simple,True,Gouache 15 ml color Ash Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-green/
69193,simple,True,Gouache 15 ml color Magenta,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-naples-yellow/
69191,simple,True,Gouache 15 ml color Prussian Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-brilliant-pink/
69187,simple,True,Gouache 15 ml color Cyprus Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-viridian-hue/
69182,simple,True,Gouache 15 ml color Pearl Gold,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-quinacridone-magenta/
69175,simple,True,Gouache 15 ml color Permanent Yellow,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-sap-green/
69146,simple,True,Gouache 15 ml color Marigold,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-perm-yellow-orange/
69142,simple,True,Gouache 15 ml color Pearl Copper,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-perylene-maroon/
69136,simple,True,Gouache 15 ml color Ivory Black,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-royal-blue/
69130,simple,True,Gouache 15 ml color Rich Gold,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-peacock-blue/
69127,simple,True,Gouache 15 ml color Brilliant Pink,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-isoindo-yel-deep/
69118,simple,True,Gouache 15 ml color Permanent White,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-bamboo-green/
69115,simple,False,Gouache 15 ml color Burnt Umber,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-orange/
69105,simple,True,Gouache 15 ml color Silver,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-blue-hue/
69103,simple,True,Gouache 15 ml color Blue Violet,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-yellow-light/
69100,simple,True,Gouache 15 ml color Emerald Green Nova,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-greenish-yellow/
69096,simple,True,Gouache 15 ml color Cadmium Red Deep,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-opera/
69080,simple,True,Gouache 15 ml color Pearl White,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-silver/
69076,simple,True,Gouache 15 ml color Cadmium Green,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-purple/
69054,simple,True,Gouache 15 ml color Turquoise Blue,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-pale/
69053,simple,True,Gouache 15 ml color Grey #1,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-hookers-green/
69047,simple,True,Gouache 15 ml color Opera,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vermilion-hue/
69038,simple,True,Gouache 15 ml color Alizarin Crimson,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-jaune-brillant-1/
61661,variable,True,Pluma Drawing Pen Copic,https://www.boykot.cl/tienda/uncategorized/pluma-drawing-pen-copic-01-mm/
58734,simple,False,Pincel Princeton Snap! 0 Round 9850R-0,https://www.boykot.cl/tienda/uncategorized/pincel-princeton-snap-0-round-9850r-0/
44442,simple,False,Maletín (CAJA VACÍA),https://www.boykot.cl/tienda/uncategorized/maletin/
44436,variable,True,Gesso Acrílico,https://www.boykot.cl/tienda/uncategorized/gesso-acrilico/
41575,simple,True,Sellador incoloro 750 ml,https://www.boykot.cl/tienda/uncategorized/sellador-incoloro-750-ml/
32131,simple,True,Esponja Organizadora 200.021,https://www.boykot.cl/tienda/uncategorized/esponja-organizadora-200-021/
31598,simple,False,Liquid Shoe Art Easel Easel,https://www.boykot.cl/tienda/uncategorized/shoe-art-easel-easel/
31597,simple,True,Liquid Pinhole Filler Pinhole Filler 10 ml.,https://www.boykot.cl/tienda/uncategorized/pinhole-filler-pinhole-filler/
31255,simple,False,Paleta de Acuarela Speedball Grande,https://www.boykot.cl/tienda/uncategorized/paleta-de-acuarela-speedball-grande/
30989,simple,True,CINTA DE ENMASCARAR PREMIUM,https://www.boykot.cl/tienda/uncategorized/cinta-de-enmascarar-premium/
25322,simple,True,Pincel Tigre 151-4 Lengua de Gato #4,https://www.boykot.cl/tienda/uncategorized/producto-62/
13344,variable,True,Uv-fluorescent Refill 30 Ml,https://www.boykot.cl/tienda/uncategorized/uv-fluorescent-refill-30-ml/
13239,simple,False,Masterpiece-60mm Speedflow 767pi Boykot Graffiti Y Materiale,https://www.boykot.cl/tienda/uncategorized/masterpiece-60mm-speedflow-767pi/
12970,simple,False,Bolso Hip Utility &#8211; Red,https://www.boykot.cl/tienda/uncategorized/613-tf-transformer-vacio-30-mm/
11222,simple,True,Dripstick EM-830202 3mm 30ml,https://www.boykot.cl/tienda/uncategorized/dripstick-vacio-rollerball-ds-s-3-mm/
11218,simple,True,Dripstick EM-830203 10mm 70ml,https://www.boykot.cl/tienda/uncategorized/dripstick-vacio-ds-l-10-mm/
9337,simple,True,Lápiz Máscara 4mm,https://www.boykot.cl/tienda/uncategorized/lapiz-mascara-4mm/
9330,simple,False,Lápiz Máscara 2 mm,https://www.boykot.cl/tienda/uncategorized/lapiz-mascara-2-mm/
5225,variable,True,Gorro Dyed Again Beanie  (Purple / Blue),https://www.boykot.cl/tienda/uncategorized/molotow-127hs-display-set-starter-20-anos/
2187,simple,True,"Protector Water &amp; Stain Repellent 5,5 onzas",https://www.boykot.cl/tienda/uncategorized/protector-angelus-water-stain-repellent-aerosol-impermeabilizante-y-antimancha/
2186,simple,True,Angelus Protector Silicone Water Repellent 4OZ,https://www.boykot.cl/tienda/uncategorized/protector-angelus-silicone-water-repellent-silicona-impermeable/
2185,simple,True,Angelus Protector-Boot Spray (Spray para Bota) 5.5 onzas,https://www.boykot.cl/tienda/uncategorized/protector-angelus-boot-spray-spray-para-bota/
2174,simple,True,Restaurador Angelus Sole Bright 4 onzas,https://www.boykot.cl/tienda/uncategorized/restaurador-angelus-sole-bright-restaurador-de-bordes-4-onzas/
