prioridad,id,nombre,categorias_actuales,url
P3 - sin categoría (recategorizar),69379,Gouache 15 ml color Cadmium Red,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-deep/
P3 - sin categoría (recategorizar),69378,Gouache 15 ml color Brilliant Gold,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-shadow-green/
P3 - sin categoría (recategorizar),69375,Gouache 15 ml color Brilliant Silver,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-yellow-lemon/
P3 - sin categoría (recategorizar),69371,Gouache 15 ml color Lemon Yellow,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-lavender/
P3 - sin categoría (recategorizar),69362,Gouache 15 ml color Cadmium Yellow Lemon,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-orange/
P3 - sin categoría (recategorizar),69355,Gouache 15 ml color Pure Red,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vermilion/
P3 - sin categoría (recategorizar),69350,Gouache 15 ml color Iris,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-viridian/
P3 - sin categoría (recategorizar),69337,Gouache 15 ml color Cadmium Green Deep,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vandyke-brown/
P3 - sin categoría (recategorizar),69333,Gouache 15 ml color Raw Umber,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-raw-sienna/
P3 - sin categoría (recategorizar),69318,Gouache 15 ml color Smalt Blue,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-gamboge-nova/
P3 - sin categoría (recategorizar),69303,Gouache 15 ml color Lilac,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-pyrrole-rubin/
P3 - sin categoría (recategorizar),69284,Gouache 15 ml color Raw Sienna,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-imidazolone-yellow/
P3 - sin categoría (recategorizar),69269,Gouache 15 ml color Primary Cyan,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-brilliant-orange/
P3 - sin categoría (recategorizar),69261,Gouache 15 ml color Chinese Orange,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-violet-light/
P3 - sin categoría (recategorizar),69256,Gouache 15 ml color Primary Yellow,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-violet/
P3 - sin categoría (recategorizar),69249,Gouache 15 ml color Cadmium Red Purple,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-horizon-blue/
P3 - sin categoría (recategorizar),69248,Gouache 15 ml color Jaune Brillant #2,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-olive-green/
P3 - sin categoría (recategorizar),69243,Gouache 15 ml color Navy Blue,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-umber/
P3 - sin categoría (recategorizar),69242,Gouache 15 ml color Pink,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-peach-black/
P3 - sin categoría (recategorizar),69237,Gouache 15 ml color Primary Black,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-bright-violet-lumi/
P3 - sin categoría (recategorizar),69233,Gouache 15 ml color Cadmium Yellow,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-mars-violet/
P3 - sin categoría (recategorizar),69222,Gouache 15 ml color Permanent Green Deep,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-light/
P3 - sin categoría (recategorizar),69219,Gouache 15 ml color Brilliant Orange,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-leaf-green/
P3 - sin categoría (recategorizar),69215,Gouache 15 ml color Grey #2,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-grey-of-grey/
P3 - sin categoría (recategorizar),69214,Gouache 15 ml color Terre Verte,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-mineral-violet/
P3 - sin categoría (recategorizar),69209,Gouache 15 ml color Rose Violet,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-green-pale/
P3 - sin categoría (recategorizar),69198,Gouache 15 ml color Geranium,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-sepia/
P3 - sin categoría (recategorizar),69194,Gouache 15 ml color Ash Blue,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-green/
P3 - sin categoría (recategorizar),69193,Gouache 15 ml color Magenta,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-naples-yellow/
P3 - sin categoría (recategorizar),69191,Gouache 15 ml color Prussian Blue,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-brilliant-pink/
P3 - sin categoría (recategorizar),69187,Gouache 15 ml color Cyprus Green,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-viridian-hue/
P3 - sin categoría (recategorizar),69182,Gouache 15 ml color Pearl Gold,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-quinacridone-magenta/
P3 - sin categoría (recategorizar),69175,Gouache 15 ml color Permanent Yellow,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-sap-green/
P3 - sin categoría (recategorizar),69146,Gouache 15 ml color Marigold,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-perm-yellow-orange/
P3 - sin categoría (recategorizar),69142,Gouache 15 ml color Pearl Copper,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-perylene-maroon/
P3 - sin categoría (recategorizar),69136,Gouache 15 ml color Ivory Black,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-royal-blue/
P3 - sin categoría (recategorizar),69130,Gouache 15 ml color Rich Gold,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-peacock-blue/
P3 - sin categoría (recategorizar),69127,Gouache 15 ml color Brilliant Pink,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-isoindo-yel-deep/
P3 - sin categoría (recategorizar),69118,Gouache 15 ml color Permanent White,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-bamboo-green/
P3 - sin categoría (recategorizar),69115,Gouache 15 ml color Burnt Umber,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-orange/
P3 - sin categoría (recategorizar),69105,Gouache 15 ml color Silver,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cobalt-blue-hue/
P3 - sin categoría (recategorizar),69103,Gouache 15 ml color Blue Violet,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-permanent-yellow-light/
P3 - sin categoría (recategorizar),69100,Gouache 15 ml color Emerald Green Nova,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-greenish-yellow/
P3 - sin categoría (recategorizar),69096,Gouache 15 ml color Cadmium Red Deep,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-opera/
P3 - sin categoría (recategorizar),69080,Gouache 15 ml color Pearl White,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-silver/
P3 - sin categoría (recategorizar),69076,Gouache 15 ml color Cadmium Green,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-red-purple/
P3 - sin categoría (recategorizar),69054,Gouache 15 ml color Turquoise Blue,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-cadmium-yellow-pale/
P3 - sin categoría (recategorizar),69053,Gouache 15 ml color Grey #1,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-hookers-green/
P3 - sin categoría (recategorizar),69047,Gouache 15 ml color Opera,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-vermilion-hue/
P3 - sin categoría (recategorizar),69038,Gouache 15 ml color Alizarin Crimson,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gouache-15-ml-color-jaune-brillant-1/
P3 - sin categoría (recategorizar),61661,Pluma Drawing Pen Copic,Uncategorized,https://www.boykot.cl/tienda/uncategorized/pluma-drawing-pen-copic-01-mm/
P3 - sin categoría (recategorizar),58734,Pincel Princeton Snap! 0 Round 9850R-0,Uncategorized,https://www.boykot.cl/tienda/uncategorized/pincel-princeton-snap-0-round-9850r-0/
P3 - sin categoría (recategorizar),44442,Maletín (CAJA VACÍA),Uncategorized,https://www.boykot.cl/tienda/uncategorized/maletin/
P3 - sin categoría (recategorizar),44436,Gesso Acrílico,Uncategorized,https://www.boykot.cl/tienda/uncategorized/gesso-acrilico/
P3 - sin categoría (recategorizar),41575,Sellador incoloro 750 ml,Uncategorized,https://www.boykot.cl/tienda/uncategorized/sellador-incoloro-750-ml/
P3 - sin categoría (recategorizar),32131,Esponja Organizadora 200.021,Uncategorized,https://www.boykot.cl/tienda/uncategorized/esponja-organizadora-200-021/
P3 - sin categoría (recategorizar),31598,Liquid Shoe Art Easel Easel,Uncategorized,https://www.boykot.cl/tienda/uncategorized/shoe-art-easel-easel/
P3 - sin categoría (recategorizar),31597,Liquid Pinhole Filler Pinhole Filler 10 ml.,Uncategorized,https://www.boykot.cl/tienda/uncategorized/pinhole-filler-pinhole-filler/
P3 - sin categoría (recategorizar),31255,Paleta de Acuarela Speedball Grande,Uncategorized,https://www.boykot.cl/tienda/uncategorized/paleta-de-acuarela-speedball-grande/
P3 - sin categoría (recategorizar),30989,CINTA DE ENMASCARAR PREMIUM,Uncategorized,https://www.boykot.cl/tienda/uncategorized/cinta-de-enmascarar-premium/
P3 - sin categoría (recategorizar),25322,Pincel Tigre 151-4 Lengua de Gato #4,Uncategorized,https://www.boykot.cl/tienda/uncategorized/producto-62/
P3 - sin categoría (recategorizar),13344,Uv-fluorescent Refill 30 Ml,Uncategorized,https://www.boykot.cl/tienda/uncategorized/uv-fluorescent-refill-30-ml/
P3 - sin categoría (recategorizar),13239,Masterpiece-60mm Speedflow 767pi Boykot Graffiti Y Materiale,Uncategorized,https://www.boykot.cl/tienda/uncategorized/masterpiece-60mm-speedflow-767pi/
P3 - sin categoría (recategorizar),12970,Bolso Hip Utility – Red,Uncategorized,https://www.boykot.cl/tienda/uncategorized/613-tf-transformer-vacio-30-mm/
P3 - sin categoría (recategorizar),11222,Dripstick EM-830202 3mm 30ml,Uncategorized,https://www.boykot.cl/tienda/uncategorized/dripstick-vacio-rollerball-ds-s-3-mm/
P3 - sin categoría (recategorizar),11218,Dripstick EM-830203 10mm 70ml,Uncategorized,https://www.boykot.cl/tienda/uncategorized/dripstick-vacio-ds-l-10-mm/
P3 - sin categoría (recategorizar),9337,Lápiz Máscara 4mm,Uncategorized,https://www.boykot.cl/tienda/uncategorized/lapiz-mascara-4mm/
P3 - sin categoría (recategorizar),9330,Lápiz Máscara 2 mm,Uncategorized,https://www.boykot.cl/tienda/uncategorized/lapiz-mascara-2-mm/
P3 - sin categoría (recategorizar),5225,Gorro Dyed Again Beanie  (Purple / Blue),Uncategorized,https://www.boykot.cl/tienda/uncategorized/molotow-127hs-display-set-starter-20-anos/
P3 - sin categoría (recategorizar),2187,"Protector Water & Stain Repellent 5,5 onzas",Uncategorized,https://www.boykot.cl/tienda/uncategorized/protector-angelus-water-stain-repellent-aerosol-impermeabilizante-y-antimancha/
P3 - sin categoría (recategorizar),2186,Angelus Protector Silicone Water Repellent 4OZ,Uncategorized,https://www.boykot.cl/tienda/uncategorized/protector-angelus-silicone-water-repellent-silicona-impermeable/
P3 - sin categoría (recategorizar),2185,Angelus Protector-Boot Spray (Spray para Bota) 5.5 onzas,Uncategorized,https://www.boykot.cl/tienda/uncategorized/protector-angelus-boot-spray-spray-para-bota/
P3 - sin categoría (recategorizar),2174,Restaurador Angelus Sole Bright 4 onzas,Uncategorized,https://www.boykot.cl/tienda/uncategorized/restaurador-angelus-sole-bright-restaurador-de-bordes-4-onzas/
