id,tipo,en_stock,categorias,nombre,url
84207,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 159 Mist,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-159-mist/
84205,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 042 Navy Blue,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-042-navy-blue/
84198,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 166 Grey Taupe,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-166-grey-taupe/
84194,simple,False,Pintura,Pintura  Angelus Pint color 262 Play in the Sand,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-262-play-in-the-sand/
84185,simple,False,Pintura,Pintura  Angelus Pint color 182 Sand,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-182-sand/
84183,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 082 Light Grey,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-082-light-grey/
84179,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 142 Bronze,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-142-bronze/
84175,simple,False,Pintura,Pintura  Angelus Pint color 161 Natural,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-161-natural/
84173,simple,False,Pintura,Pintura  Angelus Pint color 029 Tan,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-029-tan/
84167,simple,False,Pintura,Pintura  Angelus Pint color 194 Caramel,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-194-caramel/
84165,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 155 Bone,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-155-bone/
84163,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 274 Luggage Brown,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-274-luggage-brown/
84160,simple,False,Pintura,Pintura  Angelus Pint color 260 Chili Red,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-260-chili-red/
84157,simple,False,Pintura,Pintura  Angelus Pint color 141 Copper,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-141-copper/
84149,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 191 Shell Pink,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-191-shell-pink/
84146,simple,False,Pintura,Pintura  Angelus Pint color 272 Olive,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-272-olive/
84141,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 179 Dark Blue,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-179-dark-blue/
84139,simple,False,Pintura,Pintura  Angelus Pint color 189 Petal Pink,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-189-petal-pink/
84133,simple,False,Pintura,Pintura  Angelus Pint color 015 Chocolate,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-015-chocolate/
84129,simple,False,Pintura,Pintura  Angelus Pint color 070 Beige,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-070-beige/
84127,simple,False,Pintura,Pintura  Angelus Pint color 273 Bowler Brown,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-273-bowler-brown/
84125,simple,False,Pintura,Pintura  Angelus Pint color 263 Grinch Green,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-263-grinch-green/
84123,simple,False,Pintura,Pintura  Angelus Pint color 168 Dark Taupe,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-168-dark-taupe/
84119,simple,False,Pintura,Pintura  Angelus Pint color 183 Terra Cotta Red,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-183-terra-cotta-red/
84115,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 184 Autumn Red,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-184-autumn-red/
84111,simple,False,Pintura,Pintura  Angelus Pint color 160 Vanilla,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-160-vanilla/
84109,simple,False,Pintura,Pintura  Angelus Pint color 267 Salmon,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-267-salmon/
84107,simple,False,Pintura,Pintura  Angelus Pint color 181 Rich Brown,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-181-rich-brown/
84101,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 081 Grey,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-081-grey/
84097,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 197 Pale Yellow,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-197-pale-yellow/
84096,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 176 Pale Blue,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-176-pale-blue/
84093,simple,False,Pintura,Pintura  Angelus Pint color 275 Satchel Tan,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-275-satchel-tan/
84092,simple,False,Pintura,Pintura  Angelus Pint color 019 English Tan,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-019-english-tan/
84087,simple,False,Pintura,Pintura  Angelus Pint color 174 Gift Box Blue,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-174-gift-box-blue/
84085,simple,False,Pintura,Pintura  Angelus Pint color 266 Georgia Peach,https://www.boykot.cl/tienda/pintura/pintura-angelus-pint-color-266-georgia-peach/
84081,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 190 Scarlet Red,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-190-scarlet-red/
84079,simple,False,Angelus,Pintura  Angelus Pint color 080 Dark Grey,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-080-dark-grey/
84075,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 198 Buttercup,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-198-buttercup/
84074,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 143 Pewter,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-143-pewter/
84073,simple,False,Angelus|Pintura,Pintura  Angelus Pint color 261 South Beach,https://www.boykot.cl/tienda/pintura/angelus/pintura-angelus-pint-color-261-south-beach/
82803,simple,False,NINGUNA,Pincel Princeton Snap! 2/0 Round 9850R-2/0,https://www.boykot.cl/tienda/uncategorized/pincel-princeton-snap-2-0-round-9850r-2-0-2/
